"統計期","性別","<b>總計</b>","印尼","菲律賓","泰國","越南","其他國籍","<b>產業移工</b>","產業移工/印尼","產業移工/菲律賓","產業移工/泰國","產業移工/越南","產業移工/其他國籍","<b>社福移工</b>","社福移工/印尼","社福移工/菲律賓","社福移工/泰國","社福移工/越南","社福移工/其他國籍","<b>其他</b>","其他/印尼","其他/菲律賓","其他/泰國","其他/越南","其他/其他國籍"
"104年 9月底","男",20992,3838,349,763,16041,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 9月底","女",30232,18964,2195,145,8928,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 10月底","合計",51464,22802,2565,886,25210,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 10月底","男",21188,3838,353,752,16244,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 10月底","女",30276,18964,2212,134,8966,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 11月底","合計",50893,22650,2580,877,24785,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 11月底","男",20844,3797,354,742,15950,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 11月底","女",30049,18853,2226,135,8835,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 12月底","合計",51109,22772,2599,871,24866,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 12月底","男",20974,3830,369,733,16041,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"104年 12月底","女",30135,18942,2230,138,8825,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年底","合計",53734,23959,2569,897,26308,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年底","男",22231,4056,397,745,17032,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年底","女",31503,19903,2172,152,9276,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 1月底","合計",50936,22905,2623,866,24541,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 1月底","男",20709,3824,381,729,15774,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 1月底","女",30227,19081,2242,137,8767,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 2月底","合計",52049,23161,2647,880,25360,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 2月底","男",21391,3855,396,740,16399,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 2月底","女",30658,19306,2251,140,8961,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 3月底","合計",51427,22836,2605,875,25110,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 3月底","男",21140,3756,392,737,16254,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 3月底","女",30287,19080,2213,138,8856,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 4月底","合計",51845,23185,2606,875,25178,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 4月底","男",21218,3826,392,736,16263,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 4月底","女",30627,19359,2214,139,8915,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 5月底","合計",51733,23011,2567,885,25269,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 5月底","男",21283,3794,390,738,16360,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 5月底","女",30450,19217,2177,147,8909,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 6月底","合計",52326,23195,2560,907,25663,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 6月底","男",21635,3870,387,757,16620,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 6月底","女",30691,19325,2173,150,9043,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 7月底","合計",52299,23127,2533,907,25731,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 7月底","男",21716,3870,382,754,16709,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 7月底","女",30583,19257,2151,153,9022,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 8月底","合計",52634,23209,2535,893,25996,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 8月底","男",21944,3911,390,740,16902,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 8月底","女",30690,19298,2145,153,9094,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 9月底","合計",53561,23669,2561,901,26429,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 9月底","男",22376,4017,396,746,17216,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 9月底","女",31185,19652,2165,155,9213,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 10月底","合計",53967,23770,2558,896,26742,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 10月底","男",22554,4038,391,742,17382,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 10月底","女",31413,19732,2167,154,9360,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 11月底","合計",53801,23805,2554,900,26541,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 11月底","男",22394,4050,390,745,17208,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 11月底","女",31407,19755,2164,155,9333,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 12月底","合計",53734,23959,2569,897,26308,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 12月底","男",22231,4056,397,745,17032,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"105年 12月底","女",31503,19903,2172,152,9276,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年底","合計",52317,23785,2576,829,25126,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年底","男",20916,3971,419,684,15841,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年底","女",31401,19814,2157,145,9285,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 1月底","合計",53302,23974,2555,889,25883,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 1月底","男",21852,4036,386,737,16692,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 1月底","女",31450,19938,2169,152,9191,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 2月底","合計",53810,24082,2552,891,26284,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 2月底","男",22117,4023,394,737,16962,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 2月底","女",31693,20059,2158,154,9322,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 3月底","合計",54150,24121,2577,893,26558,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 3月底","男",22253,3978,395,739,17140,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 3月底","女",31897,20143,2182,154,9418,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 4月底","合計",53320,23678,2549,888,26204,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 4月底","男",21813,3900,382,737,16793,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 4月底","女",31507,19778,2167,151,9411,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 5月底","合計",53017,23504,2541,879,26092,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 5月底","男",21674,3884,383,724,16682,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 5月底","女",31343,19620,2158,155,9410,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 6月底","合計",52904,23597,2526,874,25906,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 6月底","男",21472,3894,380,718,16479,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 6月底","女",31432,19703,2146,156,9427,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 7月底","合計",53260,23878,2546,869,25966,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 7月底","男",21555,3952,389,715,16498,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 7月底","女",31705,19926,2157,154,9468,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 8月底","合計",52322,23581,2548,852,25340,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 8月底","男",21035,3907,397,704,16026,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 8月底","女",31287,19674,2151,148,9314,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 9月底","合計",52509,23672,2577,850,25409,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 9月底","男",21117,3942,410,701,16063,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 9月底","女",31392,19730,2167,149,9346,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 10月底","合計",52891,23841,2578,845,25626,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 10月底","男",21285,3985,413,695,16191,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 10月底","女",31606,19856,2165,150,9435,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 11月底","合計",52375,23697,2575,830,25272,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 11月底","男",21001,3952,419,684,15945,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 11月底","女",31374,19745,2156,146,9327,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 12月底","合計",52317,23785,2576,829,25126,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 12月底","男",20916,3971,419,684,15841,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"106年 12月底","女",31401,19814,2157,145,9285,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年底","合計",51482,24053,2693,839,23896,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年底","男",19956,4038,472,700,14745,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年底","女",31526,20015,2221,139,9151,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 1月底","合計",51788,23760,2596,821,24610,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 1月底","男",20463,3923,427,678,15434,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 1月底","女",31325,19837,2169,143,9176,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 2月底","合計",51639,23729,2581,815,24513,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 2月底","男",20306,3883,422,672,15328,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 2月底","女",31333,19846,2159,143,9185,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 3月底","合計",51587,23707,2573,801,24505,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 3月底","男",20263,3845,425,661,15331,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 3月底","女",31324,19862,2148,140,9174,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 4月底","合計",51441,23694,2591,787,24368,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 4月底","男",20128,3838,430,648,15211,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 4月底","女",31313,19856,2161,139,9157,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 5月底","合計",51415,23606,2620,795,24393,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 5月底","男",20158,3848,439,658,15212,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 5月底","女",31257,19758,2181,137,9181,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 6月底","合計",51404,23740,2614,801,24248,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 6月底","男",20032,3870,430,661,15070,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 6月底","女",31372,19870,2184,140,9178,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 7月底","合計",51999,24043,2652,809,24494,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 7月底","男",20295,3933,450,670,15241,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 7月底","女",31704,20110,2202,139,9253,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 8月底","合計",51626,23988,2663,794,24180,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 8月底","男",20043,3940,454,654,14994,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 8月底","女",31583,20048,2209,140,9186,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 9月底","合計",51746,24015,2674,801,24255,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 9月底","男",20142,3970,458,662,15051,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 9月底","女",31604,20045,2216,139,9204,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 10月底","合計",51979,24118,2691,821,24348,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 10月底","男",20299,4036,466,684,15112,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 10月底","女",31680,20082,2225,137,9236,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 11月底","合計",51982,24176,2699,839,24267,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 11月底","男",20261,4057,471,699,15033,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 11月底","女",31721,20119,2228,140,9234,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 12月底","合計",51482,24053,2693,839,23896,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 12月底","男",19956,4038,472,700,14745,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"107年 12月底","女",31526,20015,2221,139,9151,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年底","合計",48491,23318,2372,794,22006,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年底","男",18362,3893,416,656,13396,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年底","女",30129,19425,1956,138,8610,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 1月底","合計",50557,23879,2676,821,23180,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 1月底","男",19304,3943,475,686,14199,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 1月底","女",31253,19936,2201,135,8981,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 2月底","合計",50181,23769,2671,811,22929,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 2月底","男",19067,3898,471,676,14021,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 2月底","女",31114,19871,2200,135,8908,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 3月底","合計",49901,23605,2651,798,22846,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 3月底","男",18981,3874,468,665,13973,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 3月底","女",30920,19731,2183,133,8873,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 4月底","合計",49157,23143,2610,796,22607,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 4月底","男",18676,3770,451,660,13794,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 4月底","女",30481,19373,2159,136,8813,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 5月底","合計",48449,22822,2576,784,22266,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 5月底","男",18384,3732,438,652,13561,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 5月底","女",30065,19090,2138,132,8705,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 6月底","合計",46980,22305,2379,779,21516,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 6月底","男",17806,3666,398,645,13096,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 6月底","女",29174,18639,1981,134,8420,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 7月底","合計",47632,22625,2371,782,21853,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 7月底","男",18057,3708,398,645,13305,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 7月底","女",29575,18917,1973,137,8548,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 8月底","合計",47885,22856,2366,801,21861,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 8月底","男",18097,3754,402,661,13279,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 8月底","女",29788,19102,1964,140,8582,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 9月底","合計",48146,23022,2365,801,21957,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 9月底","男",18201,3784,405,662,13349,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 9月底","女",29945,19238,1960,139,8608,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 10月底","合計",48299,23107,2362,796,22033,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 10月底","男",18276,3789,406,655,13425,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 10月底","女",30023,19318,1956,141,8608,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 11月底","合計",48317,23135,2363,793,22025,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 11月底","男",18330,3824,409,654,13442,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 11月底","女",29987,19311,1954,139,8583,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 12月底","合計",48491,23318,2372,794,22006,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 12月底","男",18362,3893,416,656,13396,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"108年 12月底","女",30129,19425,1956,138,8610,－,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"109年底","合計",52199,24665,2384,889,24260,1,23430,4370,532,841,17686,1,28663,20276,1850,47,6490,－,106,19,2,1,84,－
"109年底","男",20564,4127,461,741,15234,1,20038,3957,424,726,14930,1,463,161,35,14,253,－,63,9,2,1,51,－
"109年底","女",31635,20538,1923,148,9026,－,3392,413,108,115,2756,－,28200,20115,1815,33,6237,－,43,10,－,－,33,－
"109年 1月底","合計",48545,23474,2366,773,21931,1,21164,4149,487,721,15806,1,27219,19293,1878,51,5997,－,162,32,1,1,128,－
"109年 1月底","男",18272,3922,414,636,13299,1,17726,3744,375,620,12986,1,464,163,38,15,248,－,82,15,1,1,65,－
"109年 1月底","女",30273,19552,1952,137,8632,－,3438,405,112,101,2820,－,26755,19130,1840,36,5749,－,80,17,－,－,63,－
"109年 2月底","合計",49334,23593,2364,765,22611,1,21761,4156,487,713,16404,1,27403,19404,1876,50,6073,－,170,33,1,2,134,－
"109年 2月底","男",18855,3923,412,628,13891,1,18291,3747,376,611,13556,1,473,160,35,15,263,－,91,16,1,2,72,－
"109年 2月底","女",30479,19670,1952,137,8720,－,3470,409,111,102,2848,－,26930,19244,1841,35,5810,－,79,17,－,－,62,－
"109年 3月底","合計",49691,23534,2374,784,22998,1,22249,4225,500,733,16790,1,27374,19296,1872,50,6156,－,68,13,2,1,52,－
"109年 3月底","男",19266,3978,425,640,14222,1,18745,3812,389,624,13919,1,474,161,34,15,264,－,47,5,2,1,39,－
"109年 3月底","女",30425,19556,1949,144,8776,－,3504,413,111,109,2871,－,26900,19135,1838,35,5892,－,21,8,－,－,13,－
"109年 4月底","合計",49859,23484,2369,803,23202,1,22477,4252,506,752,16966,1,27311,19219,1861,50,6181,－,71,13,2,1,55,－
"109年 4月底","男",19493,4008,428,658,14398,1,18960,3837,392,641,14089,1,483,166,34,16,267,－,50,5,2,1,42,－
"109年 4月底","女",30366,19476,1941,145,8804,－,3517,415,114,111,2877,－,26828,19053,1827,34,5914,－,21,8,－,－,13,－
"109年 5月底","合計",50343,23631,2373,817,23521,1,22814,4285,510,767,17251,1,27450,19333,1861,49,6207,－,79,13,2,1,63,－
"109年 5月底","男",19857,4046,433,671,14706,1,19318,3875,397,655,14390,1,484,166,34,15,269,－,55,5,2,1,47,－
"109年 5月底","女",30486,19585,1940,146,8815,－,3496,410,113,112,2861,－,26966,19167,1827,34,5938,－,24,8,－,－,16,－
"109年 6月底","合計",50461,23645,2337,824,23654,1,22995,4304,502,773,17415,1,27382,19326,1833,50,6173,－,84,15,2,1,66,－
"109年 6月底","男",20082,4068,430,677,14906,1,19546,3901,394,660,14590,1,478,161,34,16,267,－,58,6,2,1,49,－
"109年 6月底","女",30379,19577,1907,147,8748,－,3449,403,108,113,2825,－,26904,19165,1799,34,5906,－,26,9,－,－,17,－
"109年 7月底","合計",51153,23950,2349,840,24013,1,23359,4344,506,789,17719,1,27704,19589,1841,50,6224,－,90,17,2,1,70,－
"109年 7月底","男",20432,4104,437,690,15200,1,19882,3933,399,673,14876,1,487,164,36,16,271,－,63,7,2,1,53,－
"109年 7月底","女",30721,19846,1912,150,8813,－,3477,411,107,116,2843,－,27217,19425,1805,34,5953,－,27,10,－,－,17,－
"109年 8月底","合計",51087,24173,2360,857,23696,1,23087,4371,516,807,17392,1,27911,19785,1842,49,6235,－,89,17,2,1,69,－
"109年 8月底","男",20214,4131,449,709,14924,1,19668,3958,411,692,14606,1,486,166,36,16,268,－,60,7,2,1,50,－
"109年 8月底","女",30873,20042,1911,148,8772,－,3419,413,105,115,2786,－,27425,19619,1806,33,5967,－,29,10,－,－,19,－
"109年 9月底","合計",51899,24324,2372,881,24321,1,23593,4397,525,831,17839,1,28209,19909,1845,49,6406,－,97,18,2,1,76,－
"109年 9月底","男",20687,4154,456,732,15344,1,20132,3982,418,715,15016,1,492,164,36,16,276,－,63,8,2,1,52,－
"109年 9月底","女",31212,20170,1916,149,8977,－,3461,415,107,116,2823,－,27717,19745,1809,33,6130,－,34,10,－,－,24,－
"109年 10月底","合計",52396,24459,2373,879,24684,1,23836,4390,529,829,18087,1,28457,20051,1842,49,6515,－,103,18,2,1,82,－
"109年 10月底","男",20923,4147,457,731,15587,1,20370,3977,419,715,15258,1,489,162,36,15,276,－,64,8,2,1,53,－
"109年 10月底","女",31473,20312,1916,148,9097,－,3466,413,110,114,2829,－,27968,19889,1806,34,6239,－,39,10,－,－,29,－
"109年 11月底","合計",52414,24547,2378,875,24613,1,23745,4393,531,827,17993,1,28562,20136,1845,47,6534,－,107,18,2,1,86,－
"109年 11月底","男",20831,4147,458,726,15499,1,20294,3976,421,711,15185,1,473,163,35,14,261,－,64,8,2,1,53,－
"109年 11月底","女",31583,20400,1920,149,9114,－,3451,417,110,116,2808,－,28089,19973,1810,33,6273,－,43,10,－,－,33,－
"109年 12月底","合計",52199,24665,2384,889,24260,1,23430,4370,532,841,17686,1,28663,20276,1850,47,6490,－,106,19,2,1,84,－
"109年 12月底","男",20564,4127,461,741,15234,1,20038,3957,424,726,14930,1,463,161,35,14,253,－,63,9,2,1,51,－
"109年 12月底","女",31635,20538,1923,148,9026,－,3392,413,108,115,2756,－,28200,20115,1815,33,6237,－,43,10,－,－,33,－
"110年底","合計",55805,26006,2452,1167,26179,1,26197,4642,619,1091,19844,1,29435,21346,1830,61,6198,－,173,18,3,15,137,－
"110年底","男",23465,4405,543,978,17538,1,22865,4234,505,950,17175,1,493,161,35,16,281,－,107,10,3,12,82,－
"110年底","女",32340,21601,1909,189,8641,－,3332,408,114,141,2669,－,28942,21185,1795,45,5917,－,66,8,－,3,55,－
"110年 1月底","合計",51256,24799,2387,904,23165,1,22502,4395,539,854,16713,1,28649,20384,1846,49,6370,－,105,20,2,1,82,－
"110年 1月底","男",19735,4154,464,754,14362,1,19217,3982,427,737,14070,1,456,162,35,16,243,－,62,10,2,1,49,－
"110年 1月底","女",31521,20645,1923,150,8803,－,3285,413,112,117,2643,－,28193,20222,1811,33,6127,－,43,10,－,－,33,－
"110年 2月底","合計",50509,24922,2394,932,22260,1,21806,4412,547,883,15963,1,28598,20489,1845,48,6216,－,105,21,2,1,81,－
"110年 2月底","男",19093,4174,469,777,13672,1,18591,4001,432,760,13397,1,439,163,35,16,225,－,63,10,2,1,50,－
"110年 2月底","女",31416,20748,1925,155,8588,－,3215,411,115,123,2566,－,28159,20326,1810,32,5991,－,42,11,－,－,31,－
"110年 3月底","合計",51021,25114,2376,944,22586,1,22079,4407,542,891,16238,1,28828,20686,1832,52,6258,－,114,21,2,1,90,－
"110年 3月底","男",19425,4174,465,788,13997,1,18909,4002,427,769,13710,1,451,162,36,18,235,－,65,10,2,1,52,－
"110年 3月底","女",31596,20940,1911,156,8589,－,3170,405,115,122,2528,－,28377,20524,1796,34,6023,－,49,11,－,－,38,－
